time(millisecond),datetime (pst),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
18000,4/28/25 22:42:22,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.651,7.217880808,7.217848,0,0,0,0,0,148.2,0.3,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.84,3.803,0,0,0,0,9.364,93.02,5.905544808,5.905512,12,AutoLanding,
18100,4/28/25 22:42:22,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.651,7.217880808,7.217848,0,0,0,0,0,148.3,0.4,0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.84,3.803,0,0,0,0,9.364,93.02,5.905544808,5.905512,12,AutoLanding,
18200,4/28/25 22:42:23,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.651,7.217880808,7.217848,0,0,0,0,0,148.4,0.3,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.84,3.803,0,0,0,0,9.364,93.02,5.905544808,5.905512,12,AutoLanding,
18300,4/28/25 22:42:23,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.651,7.217880808,7.217848,0,0,0,0,0,148.4,0,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.84,3.803,0,0,0,0,9.364,93.02,5.905544808,5.905512,12,AutoLanding,
18400,4/28/25 22:42:23,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.651,7.217880808,7.217848,0,0,0,0,0,148.3,0.2,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.84,3.803,0,0,0,0,9.364,93.02,5.905544808,5.905512,12,AutoLanding,
18500,4/28/25 22:42:23,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.602,7.217880808,7.217848,0,0,0,0,0,148.3,-0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.815,3.777,0,0,0,0,10.03,93.38,5.905544808,5.905512,12,AutoLanding,
18600,4/28/25 22:42:23,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.602,7.217880808,7.217848,0,0,0,0,0,148.2,0.5,-0.6,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.815,3.777,0,0,0,0,10.03,93.38,5.905544808,5.905512,12,AutoLanding,
18700,4/28/25 22:42:23,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.602,7.217880808,7.217848,0,0,0,0,0,148,1.1,-1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.815,3.777,0,0,0,0,10.03,93.38,5.905544808,5.905512,12,AutoLanding,
18800,4/28/25 22:42:23,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.602,7.217880808,7.217848,0,0,0,0,0,148.1,0.6,-1.4,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.815,3.777,0,0,0,0,10.03,93.38,5.905544808,5.905512,12,AutoLanding,
18900,4/28/25 22:42:23,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.602,7.217880808,7.217848,0,0,0,0,0,148.2,0.1,-1.4,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.815,3.777,0,0,0,0,10.03,93.38,5.905544808,5.905512,12,AutoLanding,
19000,4/28/25 22:42:23,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.602,7.217880808,7.217848,0,0,0,0,0,148.3,-0.5,0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.815,3.777,0,0,0,0,10.03,93.38,5.905544808,5.905512,12,AutoLanding,
19100,4/28/25 22:42:23,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.602,7.217880808,7.217848,0,0,0,0,0,148.3,-0.3,0.5,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.815,3.777,0,0,0,0,10.03,93.38,5.905544808,5.905512,12,AutoLanding,
19200,4/28/25 22:42:24,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.602,7.217880808,7.217848,0,0,0,0,0,148,-0.4,0.4,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.815,3.777,0,0,0,0,10.03,93.38,5.905544808,5.905512,12,AutoLanding,
19300,4/28/25 22:42:24,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.602,7.217880808,7.217848,0,0,0,0,0,147.9,-1.1,0.6,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.815,3.777,0,0,0,0,10.03,93.38,5.905544808,5.905512,12,AutoLanding,
19400,4/28/25 22:42:24,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.602,7.217880808,7.217848,0,0,0,0,0,148,-0.2,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.815,3.777,0,0,0,0,10.03,93.38,5.905544808,5.905512,12,AutoLanding,
19500,4/28/25 22:42:24,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.3,1,0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.81,3.773,0,0,0,0,10.635,93.74,5.905544808,5.905512,12,AutoLanding,
19600,4/28/25 22:42:24,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.2,0.3,0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.81,3.773,0,0,0,0,10.635,93.74,5.905544808,5.905512,12,AutoLanding,
19700,4/28/25 22:42:24,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.3,0.2,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.81,3.773,0,0,0,0,10.635,93.74,5.905544808,5.905512,12,AutoLanding,
19800,4/28/25 22:42:24,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.2,0.4,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.81,3.773,0,0,0,0,10.635,93.74,5.905544808,5.905512,12,AutoLanding,
19900,4/28/25 22:42:24,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.2,0,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.81,3.773,0,0,0,0,10.635,93.74,5.905544808,5.905512,12,AutoLanding,
20000,4/28/25 22:42:24,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.3,0.1,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.81,3.773,0,0,0,0,10.635,93.74,5.905544808,5.905512,12,AutoLanding,
20100,4/28/25 22:42:24,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.4,0.5,0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.81,3.773,0,0,0,0,10.635,93.74,5.905544808,5.905512,12,AutoLanding,
20200,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.4,0.5,0.5,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.81,3.773,0,0,0,0,10.635,93.74,5.905544808,5.905512,12,AutoLanding,
20300,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.3,0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.81,3.773,0,0,0,0,10.635,93.74,5.905544808,5.905512,12,AutoLanding,
20400,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.3,0.3,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.81,3.773,0,0,0,0,10.635,93.74,5.905544808,5.905512,12,AutoLanding,
20500,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.583,7.217880808,7.217848,0,0,0,0,0,148.3,0.2,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.813,3.776,0,0,0,0,10.77,93.92,5.905544808,5.905512,12,AutoLanding,
20600,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.583,7.217880808,7.217848,0,0,0,0,0,148.2,0.4,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.813,3.776,0,0,0,0,10.77,93.92,5.905544808,5.905512,12,AutoLanding,
20700,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.583,7.217880808,7.217848,0,0,0,0,0,148.1,0.1,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.813,3.776,0,0,0,0,10.77,93.92,5.905544808,5.905512,12,AutoLanding,
20800,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.583,7.217880808,7.217848,0,0,0,0,0,148.1,-0.1,-0.4,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.813,3.776,0,0,0,0,10.77,93.92,5.905544808,5.905512,12,AutoLanding,
20900,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.583,7.217880808,7.217848,0,0,0,0,0,148.1,-0.1,-0.5,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.813,3.776,0,0,0,0,10.77,93.92,5.905544808,5.905512,12,AutoLanding,
21000,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.583,7.217880808,7.217848,0,0,0,0,0,148.1,0.4,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.813,3.776,0,0,0,0,10.77,93.92,5.905544808,5.905512,12,AutoLanding,
21100,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.583,7.217880808,7.217848,0,0,0,0,0,148,0.2,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.813,3.776,0,0,0,0,10.77,93.92,5.905544808,5.905512,12,AutoLanding,
21200,4/28/25 22:42:25,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.583,7.217880808,7.217848,0,0,0,0,0,148.1,0.2,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.813,3.776,0,0,0,0,10.77,93.92,5.905544808,5.905512,12,AutoLanding,
21300,4/28/25 22:42:26,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.583,7.217880808,7.217848,0,0,0,0,0,148.4,0.3,0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.813,3.776,0,0,0,0,10.77,93.92,5.905544808,5.905512,12,AutoLanding,
21400,4/28/25 22:42:26,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.583,7.217880808,7.217848,0,0,0,0,0,148.3,0.3,0.4,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,83,3.813,3.776,0,0,0,0,10.77,93.92,5.905544808,5.905512,12,AutoLanding,
21500,4/28/25 22:42:26,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.4,0,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.816,3.779,0,0,0,0,10.411,94.28,5.905544808,5.905512,12,AutoLanding,
21600,4/28/25 22:42:26,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.4,0,0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.816,3.779,0,0,0,0,10.411,94.28,5.905544808,5.905512,12,AutoLanding,
21700,4/28/25 22:42:26,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.4,0,0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.816,3.779,0,0,0,0,10.411,94.28,5.905544808,5.905512,12,AutoLanding,
21800,4/28/25 22:42:26,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.6,0.1,0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.816,3.779,0,0,0,0,10.411,94.28,5.905544808,5.905512,12,AutoLanding,
21900,4/28/25 22:42:26,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.6,-0.1,-0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.816,3.779,0,0,0,0,10.411,94.28,5.905544808,5.905512,12,AutoLanding,
22000,4/28/25 22:42:26,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.5,0.3,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.816,3.779,0,0,0,0,10.411,94.28,5.905544808,5.905512,12,AutoLanding,
22100,4/28/25 22:42:26,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.5,0.2,-0.3,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.816,3.779,0,0,0,0,10.411,94.28,5.905544808,5.905512,12,AutoLanding,
22200,4/28/25 22:42:27,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.7,0.2,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.816,3.779,0,0,0,0,10.411,94.28,5.905544808,5.905512,12,AutoLanding,
22300,4/28/25 22:42:27,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.5,0.4,-0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.816,3.779,0,0,0,0,10.411,94.28,5.905544808,5.905512,12,AutoLanding,
22400,4/28/25 22:42:27,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.594,7.217880808,7.217848,0,0,0,0,0,148.5,0.1,-0.4,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.816,3.779,0,0,0,0,10.411,94.28,5.905544808,5.905512,12,AutoLanding,
22500,4/28/25 22:42:27,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.608,7.217880808,7.217848,0,0,0,0,0,148.6,0.2,-0.2,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.817,3.78,0,0,0,0,10.09,94.64,5.905544808,5.905512,33,Confirm_Landing,
22600,4/28/25 22:42:27,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.608,7.217880808,7.217848,0,0,0,0,0,148.5,0.4,0.1,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.817,3.78,0,0,0,0,10.09,94.64,5.905544808,5.905512,33,Confirm_Landing,
22700,4/28/25 22:42:27,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.608,7.217880808,7.217848,0,0,0,0,0,148.5,0.5,0,0,1,1024,1024,1024,1024,0,0,0,0,148.4,0,0,82,3.817,3.78,0,0,0,0,10.09,94.64,5.905544808,5.905512,33,Confirm_Landing,
22800,4/28/25 22:42:27,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.608,7.217880808,7.217848,0,0,0,0,0.223694,148.3,0.4,-0.1,0,1,1024,1024,985,1024,0,0,-6,0,148.4,0,0,82,3.817,3.78,0,0,0,0,10.09,94.64,5.905544808,5.905512,33,Confirm_Landing,
22900,4/28/25 22:42:27,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.608,7.217880808,7.217848,0,0,0,0,0.223694,148.5,-0.1,0.4,0,1,1024,1024,473,1024,0,0,-83,0,148.4,0,0,82,3.817,3.78,0,0,0,0,10.09,94.64,5.905544808,5.905512,33,Confirm_Landing,
23000,4/28/25 22:42:27,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.608,7.217880808,7.217848,0,0,0,0,0.447388,148.6,0.1,0.5,0,1,1024,1024,364,1024,0,0,-100,0,148.4,0,0,82,3.817,3.78,0,0,0,0,10.09,94.64,5.905544808,5.905512,33,Confirm_Landing,
23100,4/28/25 22:42:27,4/29/25 5:42,0,0,5.905512,,,5.905544808,0.328084,0,0,0,0,0,7.608,7.217880808,7.217848,0,0,0,0,0.447388,148.5,0.3,1.1,0,1,1024,1024,364,1024,0,0,-100,0,148.4,0,0,82,3.817,3.78,0,0,0,0,10.09,94.64,5.905544808,5.905512,33,Confirm_Landing,
23200,4/28/25 22:42:28,4/29/25 5:42,0,0,5.577428,,,5.577460808,0,0,0,0,0,0,7.608,7.217880808,7.217848,0,0,0,0,0.447388,148.6,0.3,0.9,0,1,1024,1024,364,1024,0,0,-100,0,148.4,0,0,82,3.817,3.78,0,0,0,0,10.09,94.64,5.577460808,5.577428,33,Confirm_Landing,
23300,4/28/25 22:42:28,4/29/25 5:42,0,0,5.577428,,,5.577460808,0,0,0,0,0,0,7.608,7.217880808,7.217848,0,0,0,0,0.447388,148.5,0.4,0.8,0,1,1024,1024,364,1024,0,0,-100,0,148.4,0,0,82,3.817,3.78,0,0,0,0,10.09,94.64,5.577460808,5.577428,33,Confirm_Landing,
23400,4/28/25 22:42:28,4/29/25 5:42,0,0,5.577428,,,5.577460808,0,0,0,0,0,0,7.608,7.217880808,7.217848,0,0,0,0,0.447388,148.5,0.2,0.7,0,1,1024,1024,364,1024,0,0,-100,0,148.4,0,0,82,3.817,3.78,0,0,0,0,10.09,94.64,5.577460808,5.577428,33,Confirm_Landing,
23500,4/28/25 22:42:28,4/29/25 5:42,0,0,5.577428,,,5.577460808,0,0,0,0,0,0,7.588,7.217880808,7.217848,0,0,0,0,0.447388,148.5,0.4,0.5,0,1,1024,1024,364,1024,0,0,-100,0,148.4,0,0,82,3.831,3.794,0,0,0,0,10.367,94.82,5.577460808,5.577428,33,Confirm_Landing,
23600,4/28/25 22:42:28,4/29/25 5:42,0,0,5.577428,,,5.577460808,0,0,0,0,0,0,7.588,7.217880808,7.217848,0,0,0,0,0.447388,148.4,0.4,0.5,0,1,1024,1024,364,1024,0,0,-100,0,148.4,0,0,82,3.831,3.794,0,0,0,0,10.367,94.82,5.577460808,5.577428,33,Confirm_Landing,
23700,4/28/25 22:42:28,4/29/25 5:42,0,0,5.249344,,,5.249376808,0,0,0,0,0,0,7.588,7.217880808,7.217848,0,0,0,0,0.671082,132.9,8.3,-29.2,0,1,1024,1024,364,1024,0,0,-100,0,130.9,-8.9,-7,82,3.831,3.794,0,0,0,0,10.367,94.82,5.249376808,5.249344,33,Confirm_Landing,
23800,4/28/25 22:42:28,4/29/25 5:42,0,0,5.249344,,,5.249376808,0,0,0,0,0,0,7.588,7.217880808,7.217848,0,0,0,0,1.342164,79.9,19.4,-20.5,0,1,1024,1024,364,1024,0,0,-100,0,109.4,-6.7,-22.6,82,3.831,3.794,0,0,0,0,10.367,94.82,5.249376808,5.249344,33,Confirm_Landing,
23900,4/28/25 22:42:28,4/29/25 5:42,0,0,4.92126,,,4.921292808,0,0,0,0,0,0,7.588,7.217880808,7.217848,0,0,0,0,1.342164,76.7,25.5,6.7,0,1,1024,1024,713,1024,0,0,-47,0,98.7,11.1,-11.6,82,3.831,3.794,0,0,0,0,10.367,94.82,4.921292808,4.92126,33,Confirm_Landing,
24000,4/28/25 22:42:28,4/29/25 5:42,0,0,4.92126,,,4.921292808,0,0,0,0,0,0,7.588,7.217880808,7.217848,0,0,0,0,1.342164,63,6.3,11.5,0,1,1024,1024,713,1024,0,0,-47,0,98.7,11.1,-11.6,82,3.831,3.794,0,0,0,0,10.367,94.82,4.921292808,4.92126,1,Atti,