Timestamp,Distance (cm)
2025-04-28 19:44:05.052,13.0
2025-04-28 19:44:05.176,14.0
2025-04-28 19:44:05.300,13.0
2025-04-28 19:44:05.423,13.0
2025-04-28 19:44:05.547,14.0
2025-04-28 19:44:05.670,13.0
2025-04-28 19:44:05.794,14.0
2025-04-28 19:44:05.918,14.0
2025-04-28 19:44:06.041,15.0
2025-04-28 19:44:06.165,15.0
2025-04-28 19:44:06.289,13.0
2025-04-28 19:44:06.412,14.0
2025-04-28 19:44:06.536,14.0
2025-04-28 19:44:06.660,14.0
2025-04-28 19:44:06.784,12.0
2025-04-28 19:44:06.907,14.0
2025-04-28 19:44:07.031,14.0
2025-04-28 19:44:07.155,13.0
2025-04-28 19:44:07.278,14.0
2025-04-28 19:44:07.402,14.0
2025-04-28 19:44:07.525,14.0
2025-04-28 19:44:07.649,14.0
2025-04-28 19:44:07.773,14.0
2025-04-28 19:44:07.896,14.0
2025-04-28 19:44:08.020,14.0
2025-04-28 19:44:08.144,14.0
2025-04-28 19:44:08.267,13.0
2025-04-28 19:44:08.391,13.0
2025-04-28 19:44:08.515,14.0
2025-04-28 19:44:08.638,14.0
2025-04-28 19:44:08.762,13.0
2025-04-28 19:44:08.886,13.0
2025-04-28 19:44:09.009,12.0
2025-04-28 19:44:09.133,14.0
2025-04-28 19:44:09.257,14.0
2025-04-28 19:44:09.380,13.0
2025-04-28 19:44:09.504,15.0
2025-04-28 19:44:09.628,13.0
2025-04-28 19:44:09.751,13.0
2025-04-28 19:44:09.875,14.0
2025-04-28 19:44:09.998,15.0
2025-04-28 19:44:10.122,13.0
2025-04-28 19:44:10.246,13.0
2025-04-28 19:44:10.369,13.0
2025-04-28 19:44:10.493,14.0
2025-04-28 19:44:10.616,13.0
2025-04-28 19:44:10.740,10.0
2025-04-28 19:44:10.864,15.0
2025-04-28 19:44:10.987,13.0
2025-04-28 19:44:11.111,14.0
2025-04-28 19:44:11.234,13.0
2025-04-28 19:44:11.358,13.0
2025-04-28 19:44:11.481,13.0
2025-04-28 19:44:11.605,15.0
2025-04-28 19:44:11.728,13.0
2025-04-28 19:44:11.852,13.0
2025-04-28 19:44:11.976,14.0
2025-04-28 19:44:12.099,13.0
2025-04-28 19:44:12.223,13.0
2025-04-28 19:44:12.347,13.0
2025-04-28 19:44:12.470,14.0
2025-04-28 19:44:12.594,14.0
2025-04-28 19:44:12.717,14.0
2025-04-28 19:44:12.841,12.0
2025-04-28 19:44:12.965,13.0
2025-04-28 19:44:13.088,13.0
2025-04-28 19:44:13.212,14.0
2025-04-28 19:44:13.336,13.0
2025-04-28 19:44:13.459,14.0
2025-04-28 19:44:13.583,14.0
2025-04-28 19:44:13.707,14.0
2025-04-28 19:44:13.830,12.0
2025-04-28 19:44:13.954,14.0
2025-04-28 19:44:14.077,14.0
2025-04-28 19:44:14.201,14.0
2025-04-28 19:44:14.325,14.0
2025-04-28 19:44:14.448,13.0
2025-04-28 19:44:14.572,14.0
2025-04-28 19:44:14.696,14.0
2025-04-28 19:44:14.819,13.0
2025-04-28 19:44:14.943,13.0
2025-04-28 19:44:15.067,15.0
2025-04-28 19:44:15.191,13.0
2025-04-28 19:44:15.315,13.0
2025-04-28 19:44:15.438,15.0
2025-04-28 19:44:15.562,13.0
2025-04-28 19:44:15.685,15.0
2025-04-28 19:44:15.809,14.0
2025-04-28 19:44:15.933,13.0
2025-04-28 19:44:16.056,14.0
2025-04-28 19:44:16.180,13.0
2025-04-28 19:44:16.304,13.0
2025-04-28 19:44:16.427,12.0
2025-04-28 19:44:16.551,14.0
2025-04-28 19:44:16.675,12.0
2025-04-28 19:44:16.798,15.0
2025-04-28 19:44:16.922,14.0
2025-04-28 19:44:17.046,14.0
2025-04-28 19:44:17.169,13.0
2025-04-28 19:44:17.293,14.0
2025-04-28 19:44:17.417,13.0
2025-04-28 19:44:17.540,14.0
2025-04-28 19:44:17.664,14.0
2025-04-28 19:44:17.787,14.0
2025-04-28 19:44:17.911,13.0
2025-04-28 19:44:18.035,12.0
2025-04-28 19:44:18.159,14.0
2025-04-28 19:44:18.282,12.0
2025-04-28 19:44:18.406,14.0
2025-04-28 19:44:18.530,14.0
2025-04-28 19:44:18.653,14.0
2025-04-28 19:44:18.777,13.0
2025-04-28 19:44:18.901,13.0
2025-04-28 19:44:19.024,13.0
2025-04-28 19:44:19.148,14.0
2025-04-28 19:44:19.271,13.0
2025-04-28 19:44:19.395,14.0
2025-04-28 19:44:19.519,14.0
2025-04-28 19:44:19.642,13.0
2025-04-28 19:44:19.766,14.0
2025-04-28 19:44:19.890,13.0
2025-04-28 19:44:20.013,14.0
2025-04-28 19:44:20.137,14.0
2025-04-28 19:44:20.260,13.0
2025-04-28 19:44:20.384,14.0
2025-04-28 19:44:20.507,14.0
2025-04-28 19:44:20.631,14.0
2025-04-28 19:44:20.755,14.0
2025-04-28 19:44:20.878,14.0
2025-04-28 19:44:21.002,13.0
2025-04-28 19:44:21.125,14.0
2025-04-28 19:44:21.249,14.0
2025-04-28 19:44:21.373,13.0
2025-04-28 19:44:21.496,13.0
2025-04-28 19:44:21.620,14.0
2025-04-28 19:44:21.743,12.0
2025-04-28 19:44:21.867,14.0
2025-04-28 19:44:21.991,14.0
2025-04-28 19:44:22.114,13.0
2025-04-28 19:44:22.238,14.0
2025-04-28 19:44:22.362,14.0
2025-04-28 19:44:22.485,13.0
2025-04-28 19:44:22.609,13.0
2025-04-28 19:44:22.732,13.0
2025-04-28 19:44:22.856,15.0
2025-04-28 19:44:22.980,14.0
2025-04-28 19:44:23.103,14.0
2025-04-28 19:44:23.227,14.0
2025-04-28 19:44:23.351,13.0
2025-04-28 19:44:23.474,14.0
2025-04-28 19:44:23.598,13.0
2025-04-28 19:44:23.721,13.0
2025-04-28 19:44:23.845,14.0
2025-04-28 19:44:23.969,13.0
2025-04-28 19:44:24.092,13.0
2025-04-28 19:44:24.216,17.0
2025-04-28 19:44:24.340,12.0
2025-04-28 19:44:24.463,13.0
2025-04-28 19:44:24.587,17.0
2025-04-28 19:44:24.711,13.0
2025-04-28 19:44:24.834,13.0
2025-04-28 19:44:24.958,14.0
2025-04-28 19:44:25.082,13.0
2025-04-28 19:44:25.205,14.0
2025-04-28 19:44:25.329,14.0
2025-04-28 19:44:25.452,15.0
2025-04-28 19:44:25.576,15.0
2025-04-28 19:44:25.700,15.0
2025-04-28 19:44:25.823,13.0
2025-04-28 19:44:25.947,14.0
2025-04-28 19:44:26.071,13.0
2025-04-28 19:44:26.194,12.0
2025-04-28 19:44:26.318,13.0
2025-04-28 19:44:26.442,14.0
2025-04-28 19:44:26.565,13.0
2025-04-28 19:44:26.689,14.0
2025-04-28 19:44:26.813,14.0
2025-04-28 19:44:26.937,15.0
2025-04-28 19:44:27.060,15.0
2025-04-28 19:44:27.184,15.0
2025-04-28 19:44:27.307,15.0
2025-04-28 19:44:27.431,13.0
2025-04-28 19:44:27.555,13.0
2025-04-28 19:44:27.678,13.0
2025-04-28 19:44:27.802,14.0
2025-04-28 19:44:27.926,13.0
2025-04-28 19:44:28.049,13.0
2025-04-28 19:44:28.173,15.0
2025-04-28 19:44:28.297,14.0
2025-04-28 19:44:28.420,13.0
2025-04-28 19:44:28.544,14.0
2025-04-28 19:44:28.667,12.0
2025-04-28 19:44:28.791,13.0
2025-04-28 19:44:28.915,13.0
2025-04-28 19:44:29.038,14.0
2025-04-28 19:44:29.162,14.0
2025-04-28 19:44:29.286,14.0
2025-04-28 19:44:29.409,14.0
2025-04-28 19:44:29.533,14.0
2025-04-28 19:44:29.657,14.0
2025-04-28 19:44:29.780,14.0
2025-04-28 19:44:29.904,15.0
2025-04-28 19:44:30.028,13.0
2025-04-28 19:44:30.151,14.0
2025-04-28 19:44:30.275,13.0
2025-04-28 19:44:30.398,14.0
2025-04-28 19:44:30.522,13.0
2025-04-28 19:44:30.646,13.0
2025-04-28 19:44:30.769,14.0
2025-04-28 19:44:30.893,10.0
2025-04-28 19:44:31.017,13.0
2025-04-28 19:44:31.140,13.0
2025-04-28 19:44:31.264,15.0
2025-04-28 19:44:31.388,13.0
2025-04-28 19:44:31.511,14.0
2025-04-28 19:44:31.635,14.0
2025-04-28 19:44:31.758,17.0
2025-04-28 19:44:31.882,13.0
2025-04-28 19:44:32.006,14.0
2025-04-28 19:44:32.129,14.0
2025-04-28 19:44:32.253,14.0
2025-04-28 19:44:32.376,17.0
2025-04-28 19:44:32.500,13.0
2025-04-28 19:44:32.623,15.0
2025-04-28 19:44:32.747,14.0
2025-04-28 19:44:32.871,13.0
2025-04-28 19:44:32.995,13.0
2025-04-28 19:44:33.118,14.0
2025-04-28 19:44:33.242,13.0
2025-04-28 19:44:33.365,13.0
2025-04-28 19:44:33.489,14.0
2025-04-28 19:44:33.612,13.0
2025-04-28 19:44:33.736,12.0
2025-04-28 19:44:33.860,14.0
2025-04-28 19:44:33.983,13.0
2025-04-28 19:44:34.107,15.0
2025-04-28 19:44:34.231,14.0
2025-04-28 19:44:34.354,14.0
2025-04-28 19:44:34.478,13.0
2025-04-28 19:44:34.601,14.0
2025-04-28 19:44:34.725,13.0
2025-04-28 19:44:34.849,13.0
2025-04-28 19:44:34.972,13.0
2025-04-28 19:44:35.096,14.0
2025-04-28 19:44:35.220,13.0
2025-04-28 19:44:35.343,15.0
2025-04-28 19:44:35.467,14.0
2025-04-28 19:44:35.590,15.0
2025-04-28 19:44:35.714,13.0
2025-04-28 19:44:35.838,14.0
2025-04-28 19:44:35.961,13.0
2025-04-28 19:44:36.085,13.0
2025-04-28 19:44:36.209,14.0
2025-04-28 19:44:36.332,12.0
2025-04-28 19:44:36.456,15.0
2025-04-28 19:44:36.579,13.0
2025-04-28 19:44:36.703,13.0
2025-04-28 19:44:36.827,13.0
2025-04-28 19:44:36.950,13.0
2025-04-28 19:44:37.074,15.0
2025-04-28 19:44:37.198,13.0
2025-04-28 19:44:37.321,13.0
2025-04-28 19:44:37.445,14.0
2025-04-28 19:44:37.568,14.0
2025-04-28 19:44:37.692,17.0
2025-04-28 19:44:37.816,15.0
2025-04-28 19:44:37.939,14.0
2025-04-28 19:44:38.063,15.0
2025-04-28 19:44:38.187,15.0
2025-04-28 19:44:38.310,15.0
2025-04-28 19:44:38.434,15.0
2025-04-28 19:44:38.557,13.0
2025-04-28 19:44:38.681,15.0
2025-04-28 19:44:38.805,15.0
2025-04-28 19:44:38.928,15.0
2025-04-28 19:44:39.052,14.0
2025-04-28 19:44:39.175,15.0
2025-04-28 19:44:39.299,15.0
2025-04-28 19:44:39.423,14.0
2025-04-28 19:44:39.546,15.0
2025-04-28 19:44:39.670,15.0
2025-04-28 19:44:39.793,14.0
2025-04-28 19:44:39.917,15.0
2025-04-28 19:44:40.041,15.0
2025-04-28 19:44:40.164,14.0
2025-04-28 19:44:40.288,14.0
2025-04-28 19:44:40.411,18.0
2025-04-28 19:44:40.535,15.0
2025-04-28 19:44:40.659,15.0
2025-04-28 19:44:40.782,13.0
2025-04-28 19:44:40.906,15.0
2025-04-28 19:44:41.029,14.0
2025-04-28 19:44:41.153,14.0
2025-04-28 19:44:41.276,14.0
2025-04-28 19:44:41.400,14.0
2025-04-28 19:44:41.524,15.0
2025-04-28 19:44:41.647,15.0
2025-04-28 19:44:41.771,15.0
2025-04-28 19:44:41.894,14.0
2025-04-28 19:44:42.018,15.0
2025-04-28 19:44:42.142,14.0
2025-04-28 19:44:42.265,14.0
2025-04-28 19:44:42.389,14.0
2025-04-28 19:44:42.512,18.0
2025-04-28 19:44:42.636,15.0
2025-04-28 19:44:42.759,14.0
2025-04-28 19:44:42.883,14.0
2025-04-28 19:44:43.007,15.0
2025-04-28 19:44:43.130,13.0
2025-04-28 19:44:43.254,15.0
2025-04-28 19:44:43.377,14.0
2025-04-28 19:44:43.501,14.0
2025-04-28 19:44:43.625,15.0
2025-04-28 19:44:43.748,13.0
2025-04-28 19:44:43.872,14.0
2025-04-28 19:44:43.995,15.0
2025-04-28 19:44:44.119,15.0
2025-04-28 19:44:44.243,15.0
2025-04-28 19:44:44.366,14.0
2025-04-28 19:44:44.490,15.0
2025-04-28 19:44:44.613,17.0
2025-04-28 19:44:44.737,14.0
2025-04-28 19:44:44.861,15.0
2025-04-28 19:44:44.984,15.0
2025-04-28 19:44:45.108,15.0
2025-04-28 19:44:45.232,14.0
2025-04-28 19:44:45.355,15.0
2025-04-28 19:44:45.479,14.0
2025-04-28 19:44:45.602,15.0
2025-04-28 19:44:45.726,13.0
2025-04-28 19:44:45.849,14.0
2025-04-28 19:44:45.973,14.0
2025-04-28 19:44:46.097,15.0
2025-04-28 19:44:46.220,14.0
2025-04-28 19:44:46.344,14.0
2025-04-28 19:44:46.467,14.0
2025-04-28 19:44:46.591,15.0
2025-04-28 19:44:46.715,14.0
2025-04-28 19:44:46.838,13.0
2025-04-28 19:44:46.962,14.0
2025-04-28 19:44:47.086,14.0
2025-04-28 19:44:47.209,14.0
2025-04-28 19:44:47.333,15.0
2025-04-28 19:44:47.456,13.0
2025-04-28 19:44:47.580,13.0
2025-04-28 19:44:47.704,14.0
2025-04-28 19:44:47.828,14.0
2025-04-28 19:44:47.951,14.0
2025-04-28 19:44:48.075,14.0
2025-04-28 19:44:48.198,14.0
2025-04-28 19:44:48.322,14.0
2025-04-28 19:44:48.446,14.0
2025-04-28 19:44:48.569,13.0
2025-04-28 19:44:48.693,13.0
2025-04-28 19:44:48.817,12.0
2025-04-28 19:44:48.940,13.0
2025-04-28 19:44:49.064,14.0
2025-04-28 19:44:49.188,14.0
2025-04-28 19:44:49.311,14.0
2025-04-28 19:44:49.435,15.0
2025-04-28 19:44:49.559,15.0
2025-04-28 19:44:49.682,14.0
2025-04-28 19:44:49.806,14.0
2025-04-28 19:44:49.930,14.0
2025-04-28 19:44:50.053,13.0
2025-04-28 19:44:50.177,14.0
2025-04-28 19:44:50.300,13.0
2025-04-28 19:44:50.424,13.0
2025-04-28 19:44:50.548,14.0
2025-04-28 19:44:50.671,12.0
2025-04-28 19:44:50.795,14.0
2025-04-28 19:44:50.919,14.0
2025-04-28 19:44:51.042,13.0
2025-04-28 19:44:51.166,14.0
2025-04-28 19:44:51.289,13.0
2025-04-28 19:44:51.413,13.0
2025-04-28 19:44:51.536,13.0
2025-04-28 19:44:51.660,12.0
2025-04-28 19:44:51.784,12.0
2025-04-28 19:44:51.907,12.0
2025-04-28 19:44:52.031,13.0
2025-04-28 19:44:52.155,15.0
2025-04-28 19:44:52.278,14.0
2025-04-28 19:44:52.402,14.0
2025-04-28 19:44:52.525,14.0
2025-04-28 19:44:52.649,14.0
2025-04-28 19:44:52.773,12.0
2025-04-28 19:44:52.896,13.0
2025-04-28 19:44:53.020,17.0
2025-04-28 19:44:53.144,17.0
2025-04-28 19:44:53.267,13.0
2025-04-28 19:44:53.391,13.0
2025-04-28 19:44:53.515,14.0
2025-04-28 19:44:53.638,13.0
2025-04-28 19:44:53.762,13.0
2025-04-28 19:44:53.886,13.0
2025-04-28 19:44:54.009,13.0
2025-04-28 19:44:54.133,13.0
2025-04-28 19:44:54.257,12.0
2025-04-28 19:44:54.380,17.0
2025-04-28 19:44:54.504,14.0
2025-04-28 19:44:54.627,13.0
2025-04-28 19:44:54.751,14.0
2025-04-28 19:44:54.875,14.0
2025-04-28 19:44:54.998,13.0
2025-04-28 19:44:55.122,12.0
2025-04-28 19:44:55.245,12.0
2025-04-28 19:44:55.369,13.0
2025-04-28 19:44:55.492,13.0
2025-04-28 19:44:55.616,15.0
2025-04-28 19:44:55.740,13.0
2025-04-28 19:44:55.863,13.0
2025-04-28 19:44:55.987,15.0
2025-04-28 19:44:56.111,12.0
2025-04-28 19:44:56.234,14.0
2025-04-28 19:44:56.358,15.0
2025-04-28 19:44:56.481,15.0
2025-04-28 19:44:56.605,12.0
2025-04-28 19:44:56.729,29.0
2025-04-28 19:44:56.853,284.0
2025-04-28 19:44:56.976,293.0
2025-04-28 19:44:57.100,271.0
2025-04-28 19:44:57.224,266.0
2025-04-28 19:44:57.347,267.0
2025-04-28 19:44:57.471,273.0
2025-04-28 19:44:57.595,294.0
2025-04-28 19:44:57.718,14.0
2025-04-28 19:44:57.842,7.0
2025-04-28 19:44:57.966,5.0
2025-04-28 19:44:58.089,13.0
2025-04-28 19:44:58.213,5.0
2025-04-28 19:44:58.336,9.0
2025-04-28 19:44:58.460,7.0
2025-04-28 19:44:58.584,5.0
2025-04-28 19:44:58.707,24.0
2025-04-28 19:44:58.831,20.0
2025-04-28 19:44:58.954,12.0
2025-04-28 19:44:59.078,14.0
2025-04-28 19:44:59.201,20.0
2025-04-28 19:44:59.325,22.0
2025-04-28 19:44:59.449,4.0
2025-04-28 19:44:59.572,15.0
2025-04-28 19:44:59.696,19.0
2025-04-28 19:44:59.819,7.0
2025-04-28 19:44:59.943,17.0
2025-04-28 19:45:00.067,14.0
2025-04-28 19:45:00.190,5.0
2025-04-28 19:45:00.314,4.0
2025-04-28 19:56:00.023,5.0
2025-04-28 19:56:00.147,13.0
2025-04-28 19:56:00.271,22.0
2025-04-28 19:56:00.395,5.0
2025-04-28 19:56:00.518,18.0
2025-04-28 19:56:00.642,5.0
2025-04-28 19:56:00.766,12.0
2025-04-28 19:56:00.890,18.0
2025-04-28 19:56:01.014,22.0
2025-04-28 19:56:01.138,13.0
2025-04-28 19:56:01.261,22.0
2025-04-28 19:56:01.385,5.0
2025-04-28 19:56:01.509,12.0
2025-04-28 19:56:01.632,29.0
2025-04-28 19:56:01.756,13.0
2025-04-28 19:56:01.880,4.0
2025-04-28 19:56:02.003,20.0
2025-04-28 19:56:02.127,25.0
2025-04-28 19:56:02.251,5.0
2025-04-28 19:56:02.374,19.0
2025-04-28 19:56:02.498,8.0
2025-04-28 19:56:02.622,5.0
2025-04-28 19:56:02.745,5.0
2025-04-28 19:56:02.869,13.0
2025-04-28 19:56:02.993,5.0
2025-04-28 19:56:03.116,14.0
2025-04-28 19:56:03.240,18.0
2025-04-28 19:56:03.364,19.0
2025-04-28 19:56:03.488,22.0
2025-04-28 19:56:03.611,10.0
2025-04-28 19:56:03.735,10.0
2025-04-28 19:56:03.859,12.0
2025-04-28 19:56:03.982,17.0
2025-04-28 19:56:04.106,27.0
2025-04-28 19:56:04.230,13.0
2025-04-28 19:56:04.353,4.0
2025-04-28 19:56:04.477,7.0
2025-04-28 19:56:04.600,18.0
2025-04-28 19:56:04.724,9.0
2025-04-28 19:56:04.848,19.0
2025-04-28 19:56:04.972,19.0
2025-04-28 19:56:05.095,14.0
2025-04-28 19:56:05.219,10.0
2025-04-28 19:56:05.343,24.0
2025-04-28 19:56:05.466,17.0
2025-04-28 19:56:05.590,5.0
2025-04-28 19:56:05.714,29.0
2025-04-28 19:56:05.837,19.0
2025-04-28 19:56:05.961,7.0
2025-04-28 19:56:06.085,12.0
2025-04-28 19:56:06.208,9.0
2025-04-28 19:56:06.332,5.0
2025-04-28 19:56:06.456,29.0
2025-04-28 19:56:06.579,5.0
2025-04-28 19:56:06.703,4.0
2025-04-28 19:56:06.826,5.0
2025-04-28 19:56:06.950,17.0
2025-04-28 19:56:07.073,23.0
2025-04-28 19:56:07.197,15.0
2025-04-28 19:56:07.321,13.0
2025-04-28 19:56:07.444,22.0
2025-04-28 19:56:07.568,12.0
2025-04-28 19:56:07.691,5.0
2025-04-28 19:56:07.815,9.0
2025-04-28 19:56:07.939,19.0
2025-04-28 19:56:08.062,20.0
2025-04-28 19:56:08.186,5.0
2025-04-28 19:56:08.309,15.0
2025-04-28 19:56:08.433,5.0
2025-04-28 19:56:08.557,14.0
2025-04-28 19:56:08.680,18.0
2025-04-28 19:56:08.804,13.0
2025-04-28 19:56:08.928,12.0
2025-04-28 19:56:09.051,25.0
2025-04-28 19:56:09.175,18.0
2025-04-28 19:56:09.298,10.0
2025-04-28 19:56:09.422,10.0
2025-04-28 19:56:09.546,18.0
2025-04-28 19:56:09.669,5.0
2025-04-28 19:56:09.793,10.0
2025-04-28 19:56:09.916,7.0
2025-04-28 19:56:10.040,19.0
2025-04-28 19:56:10.164,8.0
2025-04-28 19:56:10.287,12.0
2025-04-28 19:56:10.411,17.0
2025-04-28 19:56:10.534,20.0
2025-04-28 19:56:10.658,5.0
2025-04-28 19:56:10.782,8.0
2025-04-28 19:56:10.905,12.0
2025-04-28 19:56:11.029,8.0
2025-04-28 19:56:11.152,5.0
2025-04-28 19:56:11.276,19.0
2025-04-28 19:56:11.400,7.0
2025-04-28 19:56:11.523,23.0
2025-04-28 19:56:11.647,17.0
2025-04-28 19:56:11.770,18.0
2025-04-28 19:56:11.894,12.0
2025-04-28 19:56:12.018,5.0
2025-04-28 19:56:12.141,14.0
2025-04-28 19:56:12.265,9.0
2025-04-28 19:56:12.388,19.0
2025-04-28 19:56:12.512,5.0
2025-04-28 19:56:12.636,4.0
2025-04-28 19:56:12.759,8.0
2025-04-28 19:56:12.883,5.0
2025-04-28 19:56:13.006,5.0
2025-04-28 19:56:13.130,8.0
2025-04-28 19:56:13.254,15.0
2025-04-28 19:56:13.377,12.0
2025-04-28 19:56:13.501,8.0
2025-04-28 19:56:13.624,22.0
2025-04-28 19:56:13.748,14.0
2025-04-28 19:56:13.872,10.0
2025-04-28 19:56:13.995,13.0
2025-04-28 19:56:14.119,9.0
2025-04-28 19:56:14.242,18.0
2025-04-28 19:56:14.366,17.0
2025-04-28 19:56:14.490,7.0
2025-04-28 19:56:14.613,10.0
2025-04-28 19:56:14.737,9.0
2025-04-28 19:56:14.861,12.0
2025-04-28 19:56:14.984,22.0
2025-04-28 19:56:15.108,5.0
2025-04-28 19:56:15.232,12.0
2025-04-28 19:56:15.355,13.0
2025-04-28 19:56:15.479,20.0
2025-04-28 19:56:15.602,5.0
2025-04-28 19:56:15.726,22.0
2025-04-28 19:56:15.850,12.0
2025-04-28 19:56:15.973,8.0
2025-04-28 19:56:16.097,5.0
2025-04-28 19:56:16.220,23.0
2025-04-28 19:56:16.344,22.0
2025-04-28 19:56:16.468,19.0
2025-04-28 19:56:16.591,10.0
2025-04-28 19:56:16.715,19.0
2025-04-28 19:56:16.839,17.0
2025-04-28 19:56:16.962,5.0
2025-04-28 19:56:17.086,5.0
2025-04-28 19:56:17.209,5.0
2025-04-28 19:56:17.333,20.0
2025-04-28 19:56:17.457,19.0
2025-04-28 19:56:17.580,13.0
2025-04-28 19:56:17.704,13.0
2025-04-28 19:56:17.828,5.0
2025-04-28 19:56:17.951,17.0
2025-04-28 19:56:18.075,5.0
2025-04-28 19:56:18.198,15.0
2025-04-28 19:56:18.322,13.0
2025-04-28 19:56:18.446,5.0
2025-04-28 19:56:18.569,13.0
2025-04-28 19:56:18.693,5.0
2025-04-28 19:56:18.816,5.0
2025-04-28 19:56:18.940,17.0
2025-04-28 19:56:19.063,13.0
2025-04-28 19:56:19.187,8.0
2025-04-28 19:56:19.311,5.0
2025-04-28 19:56:19.434,7.0
2025-04-28 19:56:19.558,25.0
2025-04-28 19:56:19.681,5.0
